COUNTRY,YEAR,total_events,total_fatalities,avg_population_exposure,num_weeks_with_events,num_event_types,num_admin_regions,milex_constant_usd_m,milex_per_capita,milex_share_gdp,milex_current_usd_m,income_classification,country_id,iso_code,current_income_group,lending_category,total_events_lag1,total_events_lag2,total_fatalities_lag1,total_fatalities_lag2,milex_constant_usd_m_lag1,milex_constant_usd_m_lag2,milex_per_capita_lag1,milex_per_capita_lag2,milex_share_gdp_lag1,milex_share_gdp_lag2,total_events_pct_change,total_fatalities_pct_change,milex_constant_usd_m_pct_change,total_events_rolling3,total_fatalities_rolling3,fatalities_escalation,income_level_numeric
Bahrain,2025,729,0,33795.99227799228,52,4,4,,,,,H,1,BHR,High income,,825.0,823.0,0.0,0.0,1364.8540760080473,1622.3936170212764,871.51977597942,1045.3567119982451,0.028946654057962953,0.03520835738196929,-0.11636363636363634,,0.0,792.3333333333334,0.0,0,4.0
Bahrain,2026,285,1,33552.72727272727,10,5,4,,,,,H,1,BHR,High income,,729.0,825.0,0.0,0.0,,1364.8540760080473,,871.51977597942,,0.028946654057962953,-0.6090534979423868,inf,0.0,613.0,0.3333333333333333,1,4.0
Iran,2015,2,0,18908.5,1,1,2,5479.582324747221,129.0479284227077,0.025570908068691545,10588.769670868436,UM,2,IRN,Upper middle income,IBRD,,,,,,,,,,,,,,2.0,0.0,0,3.0
Iran,2016,1790,269,38616.41857335128,53,6,31,6290.746814781614,147.42991422277535,0.027964355628100436,12263.957414621567,UM,2,IRN,Upper middle income,IBRD,2.0,,0.0,,5479.582324747221,,129.0479284227077,,0.025570908068691545,,894.0,inf,0.14803400003152856,896.0,134.5,1,3.0
Iran,2017,2668,199,45039.11361310133,52,6,31,7077.9281472859875,164.9853324861444,0.028443384495596025,13931.196489797547,UM,2,IRN,Upper middle income,IBRD,1790.0,2.0,269.0,0.0,6290.746814781614,5479.582324747221,147.42991422277535,129.0479284227077,0.027964355628100436,0.025570908068691545,0.4905027932960895,-0.2602230483271375,0.12513320845383613,1486.6666666666667,156.0,0,3.0
Iran,2018,3105,244,48217.23692003949,52,6,31,6289.300970242647,137.77936333187148,0.02356294883243833,11795.842412294844,UM,2,IRN,Upper middle income,IBRD,2668.0,1790.0,199.0,269.0,7077.9281472859875,6290.746814781614,164.9853324861444,147.42991422277535,0.028443384495596025,0.027964355628100436,0.1637931034482758,0.22613065326633164,-0.11142062488240112,2521.0,237.33333333333334,1,3.0
Iran,2019,2589,480,51494.705882352944,52,6,31,5262.207395147525,56.8107142969176,0.021469474501483767,4921.057693827596,UM,2,IRN,Upper middle income,IBRD,3105.0,2668.0,244.0,199.0,6289.300970242647,7077.9281472859875,137.77936333187148,164.9853324861444,0.02356294883243833,0.028443384495596025,-0.16618357487922708,0.9672131147540983,-0.16330806554730615,2787.3333333333335,307.6666666666667,1,3.0
Iran,2020,2387,433,49900.014675052415,52,6,31,5473.190062005417,38.29018550154105,0.02177010276095222,3349.7020080458146,UM,2,IRN,Upper middle income,IBRD,2589.0,3105.0,480.0,244.0,5262.207395147525,6289.300970242647,56.8107142969176,137.77936333187148,0.021469474501483767,0.02356294883243833,-0.07802240247199688,-0.09791666666666665,0.04009394746631356,2693.6666666666665,385.6666666666667,0,3.0
Iran,2021,4288,220,53773.60197869102,52,6,33,6651.958915286999,64.79372602170471,0.02223942825283923,5699.580109499255,UM,2,IRN,Upper middle income,IBRD,2387.0,2589.0,433.0,480.0,5473.190062005417,5262.207395147525,38.29018550154105,56.8107142969176,0.02177010276095222,0.021469474501483767,0.796397151235861,-0.4919168591224018,0.21537144515856133,3088.0,377.6666666666667,0,3.0
Iran,2022,4615,738,72649.06796727501,53,6,33,6995.997485060227,83.86360073354514,0.021106213069938387,7459.331830845907,LM,2,IRN,Upper middle income,IBRD,4288.0,2387.0,220.0,433.0,6651.958915286999,5473.190062005417,64.79372602170471,38.29018550154105,0.02223942825283923,0.02177010276095222,0.07625932835820892,2.3545454545454545,0.051719887953995736,3763.3333333333335,463.6666666666667,1,2.0
Iran,2023,4181,306,54533.67467398765,52,6,35,7390.861136377818,82.02680417275583,0.023517918727696808,7390.861136377818,LM,2,IRN,Upper middle income,IBRD,4615.0,4288.0,738.0,220.0,6995.997485060227,6651.958915286999,83.86360073354514,64.79372602170471,0.021106213069938387,0.02223942825283923,-0.09404117009750812,-0.5853658536585367,0.056441365532336585,4361.333333333333,421.3333333333333,0,2.0
Iran,2024,3786,273,48141.99923254029,52,6,33,6645.9683982087345,86.61475395728675,0.020104317575163594,7891.903306818182,LM,2,IRN,Upper middle income,IBRD,4181.0,4615.0,306.0,738.0,7390.861136377818,6995.997485060227,82.02680417275583,83.86360073354514,0.023517918727696808,0.021106213069938387,-0.0944750059794307,-0.10784313725490191,-0.10078564925306499,4194.0,439.0,0,2.0
Iran,2025,4536,1318,88509.63330898466,52,6,34,,,,,UM,2,IRN,Upper middle income,IBRD,3786.0,4181.0,273.0,306.0,6645.9683982087345,7390.861136377818,86.61475395728675,82.02680417275583,0.020104317575163594,0.023517918727696808,0.19809825673534065,3.8278388278388276,0.0,4167.666666666667,632.3333333333334,1,3.0
Iran,2026,2635,28331,111629.15384615384,10,6,35,,,,,UM,2,IRN,Upper middle income,IBRD,4536.0,3786.0,1318.0,273.0,,6645.9683982087345,,86.61475395728675,,0.020104317575163594,-0.4190917107583775,20.49544764795144,0.0,3652.3333333333335,9974.0,1,3.0
Iraq,2015,23,123,126908.33333333333,1,4,5,9707.577479664988,259.09763167289765,0.0541292532011925,9604.23101085097,UM,3,IRQ,Upper middle income,IBRD,,,,,,,,,,,,,,23.0,123.0,0,3.0
Iraq,2016,10588,57735,255404.9423503326,53,6,18,6076.42810733324,156.89653109267115,0.03550134769035268,5970.383697669416,UM,3,IRQ,Upper middle income,IBRD,23.0,,123.0,,9707.577479664988,,259.09763167289765,,0.0541292532011925,,459.3478260869565,468.390243902439,-0.37405309202405246,5305.5,28929.0,1,3.0
Iraq,2017,5238,30546,168278.1466480447,52,6,17,7547.245792076372,190.72121419367213,0.03908984920565153,7416.385135135135,UM,3,IRQ,Upper middle income,IBRD,10588.0,23.0,57735.0,123.0,6076.42810733324,9707.577479664988,156.89653109267115,259.09763167289765,0.03550134769035268,0.0541292532011925,-0.505289006422365,-0.4709275136399065,0.24205300527921958,5283.0,29468.0,0,3.0
Iraq,2018,3667,5159,129302.10827586208,52,6,18,6411.497782845548,158.78703033633766,0.027517248549766206,6317.977150052539,UM,3,IRQ,Upper middle income,IBRD,5238.0,10588.0,30546.0,57735.0,7547.245792076372,6076.42810733324,190.72121419367213,156.89653109267115,0.03908984920565153,0.03550134769035268,-0.2999236349751814,-0.8311071826098344,-0.15048509622188433,6497.666666666667,31146.666666666668,0,3.0
Iraq,2019,3721,3514,97013.52734638758,52,6,18,7770.8302175008785,186.5063774328196,0.032371948504544626,7598.829335745368,UM,3,IRQ,Upper middle income,IBRD,3667.0,5238.0,5159.0,30546.0,6411.497782845548,7547.245792076372,158.78703033633766,190.72121419367213,0.027517248549766206,0.03908984920565153,0.01472593400599953,-0.31886024423337855,0.212014802265444,4208.666666666667,13073.0,0,3.0
Iraq,2020,6282,2662,108032.5313670412,52,6,18,5772.732634388136,135.66528113395043,0.031121788993966133,5649.373636979964,UM,3,IRQ,Upper middle income,IBRD,3721.0,3667.0,3514.0,5159.0,7770.8302175008785,6411.497782845548,186.5063774328196,158.78703033633766,0.032371948504544626,0.027517248549766206,0.6882558452029024,-0.24245873648264082,-0.2571279422130184,4556.666666666667,3778.3333333333335,0,3.0
Iraq,2021,7600,2598,125349.72058155383,52,6,18,5559.265742909534,112.0164051638579,0.02261111747023709,4771.002728739036,UM,3,IRQ,Upper middle income,IBRD,6282.0,3721.0,2662.0,3514.0,5772.732634388136,7770.8302175008785,135.66528113395043,186.5063774328196,0.031121788993966133,0.032371948504544626,0.20980579433301494,-0.02404207362885047,-0.03697848228878309,5867.666666666667,2924.6666666666665,0,3.0
Iraq,2022,7855,2136,162088.42389687654,53,6,18,5249.066792362005,107.73203143816191,0.016400113452748465,4691.837701163389,UM,3,IRQ,Upper middle income,IBRD,7600.0,6282.0,2598.0,2662.0,5559.265742909534,5772.732634388136,112.0164051638579,135.66528113395043,0.02261111747023709,0.031121788993966133,0.03355263157894739,-0.1778290993071594,-0.05579854694716957,7245.666666666667,2465.3333333333335,0,3.0
Iraq,2023,6553,1390,165229.53678822776,52,6,18,5518.874505283099,123.76933180720114,0.022626948691918263,5518.874505283099,UM,3,IRQ,Upper middle income,IBRD,7855.0,7600.0,2136.0,2598.0,5249.066792362005,5559.265742909534,107.73203143816191,112.0164051638579,0.016400113452748465,0.02261111747023709,-0.16575429662635266,-0.34925093632958804,0.05140108205780414,7336.0,2041.3333333333333,0,3.0
Iraq,2024,9524,1023,124116.30315224681,52,6,18,5759.122918466838,135.61935400314954,0.02357140580357136,6178.546529675486,UM,3,IRQ,Upper middle income,IBRD,6553.0,7855.0,1390.0,2136.0,5518.874505283099,5249.066792362005,123.76933180720114,107.73203143816191,0.022626948691918263,0.016400113452748465,0.4533801312376011,-0.2640287769784173,0.043532139198627195,7977.333333333333,1516.3333333333333,0,3.0
Iraq,2025,5377,597,89062.0149142431,52,6,18,,,,,UM,3,IRQ,Upper middle income,IBRD,9524.0,6553.0,1023.0,1390.0,5759.122918466838,5518.874505283099,135.61935400314954,123.76933180720114,0.02357140580357136,0.022626948691918263,-0.43542629147417056,-0.4164222873900293,0.0,7151.333333333333,1003.3333333333334,0,3.0
Iraq,2026,1050,133,89178.8705882353,10,6,18,,,,,UM,3,IRQ,Upper middle income,IBRD,5377.0,9524.0,597.0,1023.0,,5759.122918466838,,135.61935400314954,,0.02357140580357136,-0.8047238236935094,-0.7772194304857621,0.0,5317.0,584.3333333333334,0,3.0
Israel,2015,3,2,167573.33333333334,1,3,3,19293.582767348063,2063.8448397539005,0.05422974424025949,16457.098752197602,H,4,ISR,High income,,,,,,,,,,,,,,,3.0,2.0,0,4.0
